0,1,8,87,87.1,87.2,246,260,301,312,470,474,490,508,508.1,508.2,557,596,633,633.1,633.2,633.3,634,634.1,702.1,702.2,702.3,702.4,702.5,702.6,702.7,702.8,702.9,702.1,702.11,702.12,702.13,702.14,702.15,702.16,702.17,702.18,702.19,$<icat1:3>,41,551,600,600.1,600.2,600.3,600.4,600.5,600.6,600.7,600.8,600.9,600.1
am     a,CKEY8260925,181023n                      000 0 eng u,C1645/165,,,How are things in Glocca Morra?,not after 2014,3 min. 50 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260927,181023n                      000 0 eng u,C1645/165,,,On a slow boat to China,not after 2014,3 min. 28 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260929,181023n                      000 0 eng u,C1645/165,,,London in July,not after 2014,3 min. 33 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260931,181023n                      000 0 eng u,C1645/165,,,San Francisco,not after 2014,3 min. 04 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260935,181023n                      000 0 eng u,C1645/165,,,Sidewalks Of Cuba,not after 2014,2 min. 31 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8260937,181023n                      000 0 eng u,C1645/165,,,Reprise: Let's get away from it all,not after 2014,2 min. 46 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Previn, André, 1929-2019 (piano)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8261058,181023n                      000 0 eng u,C1645/166,,,All or nothing at all: a portrait of Sinatra,not after 2014,59 min. 18 sec.,a,BBC Radio 4 1985-12-08 19:30-20:30,All or nothing at all,Stan Britt collection,"In the week of Frank Sinatra's 70th birthday, Clancy Sigal presents a portrait of the man and his music. With contributions from Bing Crosby, Sammy Cahn, Celeste Holme, David Jacobs, Quincy Jones, Gene Kelly, Billy May, John Rockwell and Twyla Tharp. Additional recorded material and interviews comes from Stan Britt, Geoffrey M Mathews and Tom Brookes.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Radio programmes,Interviews,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)","Sinatra, Frank, 1915-1998 (speaker, male)","Crosby, Bing, 1903-1977 (speaker, male)","Cahn, Sammy, 1913-1993 (speaker, male)","Stafford, Jo, 1920- (speaker, female)","Lear, Martha Weinman (speaker, female)","Holm, Celeste (speaker, female)","Jacobs, David, 1926-2013 (speaker, male)","Jones, Quincy, 1933- (speaker, male)","Kelly, Gene, 1912-1996 (speaker, male)","May, Billy, 1916-2004 (speaker, male)","Rockwell, John, 1940- (speaker, male)","Tharp, Twyla (speaker, female)","Sigal, Clancy (speaker, male; presenter)","Britt, Stan, 1935-2014 (sound recordist)","Matthews, Geoffrey M. (sound recordist)","Brookes, Tom? (sound recordist)",,,POP,,[unknown],"Sinatra, Frank, 1915-1998",,,,,,,,,,
am     a,CKEY8261066,181023n                      000 0 eng u,C1645/167,,,Reading music,not after 2014,59 min. 23 sec.,a,BBC Radio 2 1995-12-09 18:00-19:00,Reading music,Stan Britt collection,"Miles Kington presents an episode of 'reading music' which covers books on Frank Sinatra, Bo Diddley, John Lennon and Elton John. Alan Titchmarsh reviews 6 Sinatra biographies published in time for the singer's 80th birthday, these are: ""Completely Frank"" by Deborah Holder, ""Sinatra"" by Ray Coleman, ""Sinatra: his life and times"" by Fred Deller, ""Sinatra: a life in music"" by Lew Erwin, ""Sinatra: a celebration"" by Stan Britt, and ""Frank Sinatra: an American legend"" by Nancy Sinatra. Alan interviews Nancy about her book. Joe Brown reviews ""Bo Diddley: living legend"" by George R. White.  Myles Kington discusses Ray Coleman's biography of John Lennon. Ross King interviews John Tobler about his biography of Elton John. Mike hurst then discusses three music genre history books: ""The Faber companion to 20th century popular music"", ""The Virgin story of rock 'n' roll"" and ""It came from Memphis""",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Radio programmes,Interviews,,,Category: Popular music. Jazz,,"Kington, Miles, 1941-2008 (speaker, male; presenter)","Titchmarsh, Alan (speaker, male; presenter and interviewer)","Brown, Joe, 1941- (speaker, male)","Sinatra, Nancy, 1940- (speaker, female; interviewee)","King, Ross (speaker, male; interviewer)","Tobler, John (speaker, male; interviewee)","Hurst, Mike (speaker, male)",,,,,,,,,,,,,POP,eng,[unknown],"Sinatra, Frank, 1915-1998","Sinatra, Nancy, 1940-","Bo Diddley, 1928-2008","Lennon, John, 1940-1980","John, Elton, 1947-",,,,,,
am     a,CKEY8263587,190207n                      000 0 eng u,C1645/168,,,Kenny Burrell interviewed by Stan Britt (2nd interview),24/06/1987,25 min. 55 sec.,a,,,Stan Britt collection,Stan Britt briefly interviews American jazz guitarist Kenny Burrell in London.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Burrell, Kenny, 1931- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Dominion Theatre, Tottenham Court Road, London, England, UK","Burrell, Kenny, 1931-",,,,,,,,,,
am     a,CKEY8261256,190207n                      000 0 eng u,C1645/168,C1645/169,,Kenny Burrell interviewed by Stan Britt (2nd interview),24/06/1987,1 hr. 25 min. 29 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz guitarist Kenny Burrell a year and a half after their first interview. With more time to talk, Stan delves deeper into Kenny's work, his playing style, the people he's worked with and the venues he's performed at. They talk in depth about Duke Ellington.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Burrell, Kenny, 1931- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Mostyn Hotel, Bryanston Street, London, England, UK","Burrell, Kenny, 1931-","Ellington, Duke, 1899-1974","Gillespie, Dizzy, 1917-1993","Smith, Jimmy, 1925-2005","Evans, Gil, 1912-1988","Gershwin, George, 1898-1937",,,,,
am     a,CKEY8261147,190207n                      000 0 eng u,C1645/170,,,Rose Murphy interviewed by Stan Britt (1st interview),05/03/1981,1 hr. 31 min. 51 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz singer Rose Murphy, she is joined by double bassists Major Holley and Coleridge Goode. Rose had an unconventional style of singing to only a bass accompaniment, and she discusses her reasons for this with Stan.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Murphy, Rose, 1913-1989 (speaker, female; interviewee)","Holley, Major, 1924-1990 (speaker, male; interviewee)","Goode, Coleridge, 1914-2015 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,POP,eng,"Manor Court, Ashburn Gardens, London, England, UK","Murphy, Rose, 1913-1989","Cole, Nat ""King"", 1917-1965","Tatum, Art, 1909-1956","Cobbs, Call, 1911-1971","Williams, Mary Lou, 1910-1981",,,,,,
am     a,CKEY8262109,181023n                      000 0 eng u,C1645/171,,,[Salena Jones and other artists],not after 2014,1 hr. 32 min. 02 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,"Jones, Salena (singer, female)","unidentified (singers, male)",,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8262122,181023n                      000 0 eng u,C1645/172,,,Clark Terry interviewed by Stan Britt (1st interview),23/05/1905,19 min. 55 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz trumpet and flugelhorn player Clark Terry about, among many things; working with young people in jazz.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Terry, Clark, 1920-2015 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Odeon, Hammersmith, London, England, UK","Terry, Clark, 1920-2015",,,,,,,,,,
am     a,CKEY8262124,181023n                      000 0 eng u,C1645/172,,,James Moody interviewed by Stan Britt (1st interview),23/05/1905,16 min. 58 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz saxophonist James Moody about, among other things, the challenges of recovering from illness whilst trying to stay in practice with jazz.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Moody, James, 1925-2010 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Odeon, Hammersmith, London, England, UK","Moody, James, 1925-2010",,,,,,,,,,
am     a,CKEY8263892,181023n                      000 0 eng u,C1645/173,,,Bing Crosby recording session,not before 1970,5 min. 16 sec.,a,,,Stan Britt collection,Outtakes from a recording session with Bing Crosby in a London studio at some point in the 1970s (according to note in the tape box).,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,Sessions,,,Category: Popular music. Jazz,,"Crosby, Bing, 1903-1977 singer and speaker, male","unidentified (speaker, male)",,,,,,,,,,,,,,,,,,POP,eng,"London, England, UK",,,,,,,,,,,
am     a,CKEY8267806,181023n                      000 0 eng u,C1645/174,,,Benny Green interviewed by Stan Britt (1st interview),26/10/1991,1 hr. 02 min. 48 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz pianist Benny Green.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Green, Benny, 1963- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"New Barbican Hotel, Central Street, London, England, UK","Green, Benny, 1963-","Bishop, Walter, 1927-1998",,,,,,,,,
am     a,CKEY8260487,181023n                      000 0 eng u,C1645/175,,,Steve Wallace interviewed by Stan Britt (1st interview),18/07/1985,19 min. 54 sec.,a,,,Stan Britt collection,Stan Britt interviews Canadian bass player Steve Wallace about his experience with Woody Herman's All Stars,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Wallace, Steve (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Royal Festival Hall, London, England, UK","Wallace, Steve",,,,,,,,,,
am     a,CKEY8260511,181023n                      000 0 eng u,C1645/175,,,John Bunch interviewed by Stan Britt (2nd interview),not after 2014,20 min. 24 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz pianist about his tour, his collaborations, his opinion on other renowned jazz pianists.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Bunch, John, 1921-2010 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Bunch, John, 1921-2010","Powell, Bud, 1924-1966",,,,,,,,,
am     a,CKEY8260448,181023n                      000 0 eng u,C1645/175,,,Buddy Tate interviewed by Stan Britt (4th interview),18/07/1985,11 min. 16 sec.,a,,,Stan Britt collection,Stan Britt interviews American saxophonist Buddy Tate,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Tate, Buddy, 1913-2001 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Royal Festival Hall, London, England, UK","Tate, Buddy, 1913-2001","Powell, Bud, 1924-1966","Duvivier, George, 1920-1985",,,,,,,,
am     a,CKEY8260519,181023n                      000 0 eng u,C1645/175,,,Percy Heath interviewed by Stan Britt (1st interview),18/07/1985,25 min. 28 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz bassist Percy Heath about his career and beginnings.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Heath, Percy, 1923-2005 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Royal Festival Hall, London, England, UK","Heath, Percy, 1923-2005","Parker, Charlie, 1920-1955",,,,,,,,,
am     a,CKEY8260524,181023n                      000 0 eng u,C1645/175,,,John Lewis interviewed by Stan Britt (1st interview),18/07/1985,15 min. 13 sec.,a,,,Stan Britt collection,Stan Britt interviews American pianist John Lewis about his style and his work as a composer.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Lewis, John, 1920-2001 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Royal Festival Hall, London, England, UK","Lewis, John, 1920-2001",,,,,,,,,,
am     a,CKEY8262156,181023n                      000 0 eng u,C1645/176,,,[Too late],not after 2014,2 min. 13 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Jazz,,,,Category: Popular music. Jazz,,Blues Harp Band,"Bell, Carey, 1936- (harmonica)",,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8262143,181023n                      000 0 eng u,C1645/176,,,Rufus Reid interviewed by Stan Britt (1st interview),17/07/1982,17 min. 31 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz bassist Rufus Reid about, among other things, Dexter Gordon.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Reid, Rufus, 1944- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Knebworth Park, Hertfordshire, England, UK","Reid, Rufus, 1944-","Gordon, Dexter, 1923-1990",,,,,,,,,
am     a,CKEY8262150,181023n                      000 0 eng u,C1645/176,,,George Wein interviewed by Stan Britt (1st interview),17/07/1982,8 min. 05 sec.,a,,,Stan Britt collection,Stan Britt interviews American jazz promoter and producer George Wein.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Wein, George, 1925- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Knebworth Park, Hertfordshire, England, UK","Wein, George, 1925-",,,,,,,,,,
am     a,CKEY8226538,190107n                      000 0 eng u,C1645/177,C1645/178,,Randy Brecker interviewed by Stan Britt (1st interview),23/07/1987,1 hr. 07 min. 12 sec.,a,,,Stan Britt collection,"American trumpet player, flugelhorn player and composer Randy Brecker is interviewed by Stan Britt in London. Topics of discussion include: the musical influence of the late Howard McGhee; how he hopes that he can keep a regular acoustic band one day; and his brief work with Janis Joplin and Stevie Wonder and his band.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Brecker, Randy, 1945- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Mostyn Hotel, London, England, UK","Brecker, Randy, 1945-","McGhee, Howard, 1918-1987","Joplin, Janis, 1943-1970","Wonder, Stevie, 1950-",,,,,,,
am     a,CKEY8226541,190107n                      000 0 eng u,C1645/178,,,"Itchy Fingers (Mike Mower, John Graham, Howard Turner) interviewed by Stan Britt",30/07/1987,1 hr. 17 min. 22 sec.,a,,,Stan Britt collection,"Mike Mower, John Graham and Howard Turner of the jazz group Itchy Fingers are interviewed by Stan Britt in London. Topics of discussion include: how the band started; their dislike of being taught how to play music; working as part of a big band in the early eighties; and the future of the band in terms of developing their stage presentation without upstaging their music.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Mower, Mike (speaker, male; interviewee)","Graham, John, 1961- (speaker, male; interviewee)","Turner, Howard, 1957- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,POP,eng,"London, England, UK","Mower, Mike","Graham, John, 1961-","Turner, Howard, 1957-",Itchy Fingers,,,,,,,
